"Timestamp","Which course are you currently enrolled in?","How did you hear about County College of Morris? [CCM Web site]","How did you hear about County College of Morris? [Social Media]","How did you hear about County College of Morris? [Community Event]","How did you hear about County College of Morris? [Family member or friend]","How did you hear about County College of Morris? [Current CCM student]","How did you hear about County College of Morris? [CCM Alumni]","How did you hear about County College of Morris? [High School Teacher]","How did you hear about County College of Morris? [High School Counselor]","How did you hear about County College of Morris? [In-app advertisement]","How did you hear about County College of Morris? [Employer]","How did you hear about County College of Morris? [Billboard]","How did you hear about County College of Morris? [Television]","How did you hear about County College of Morris? [Radio]","How did you hear about County College of Morris? [Home mailer]","How did you hear about County College of Morris? [Other]","To what extent did the following impact your decision to attend County College of Morris? [Affordable cost]","To what extent did the following impact your decision to attend County College of Morris? [Location/convenience]","To what extent did the following impact your decision to attend County College of Morris? [Choice of programs]","To what extent did the following impact your decision to attend County College of Morris? [Online offerings]","To what extent did the following impact your decision to attend County College of Morris? [Family/friend referral]","To what extent did the following impact your decision to attend County College of Morris? [Faculty/staff]","To what extent did the following impact your decision to attend County College of Morris? [College reputation]","To what extent did the following impact your decision to attend County College of Morris? [Financial Aid]","To what extent did the following impact your decision to attend County College of Morris? [Scholarships]","To what extent did the following impact your decision to attend County College of Morris? [Small class sizes]","To what extent did the following impact your decision to attend County College of Morris? [Extra-curricular opportunities]","To what extent did the following impact your decision to attend County College of Morris? [Accepted my transfer credits]","To what extent did the following impact your decision to attend County College of Morris? [Negative experience at another college]","To what extent did the following impact your decision to attend County College of Morris? [NJ Stars Program]","To what extent did the following impact your decision to attend County College of Morris? [Ability to transfer CCM credits to a 4-year school]","To what extent did the following impact your decision to attend County College of Morris? [Get college credit while in high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Titans Tuesday (Virtual) Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [HS Sharetime Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Challenger Program]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [CyberSecurity Information Protection Program Participation ]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Information Session at my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit with my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit (individual)]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Workforce Development class]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Corporate Training]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Teen Arts Festival]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Summer camp at CCM]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Hour of Code]","What motivated you to seek a computing class at CCM? [To keep current in computing skills]","What motivated you to seek a computing class at CCM? [Curiosity]","What motivated you to seek a computing class at CCM? [Personal Enrichment]","What motivated you to seek a computing class at CCM? [Career Advancement]","What motivated you to seek a computing class at CCM? [Career Change]","What motivated you to seek a computing class at CCM? [Professional Development]","What motivated you to seek a computing class at CCM? [Job Displacement]","What motivated you to seek a computing class at CCM? [Financial]","What motivated you to seek a computing class at CCM? [Relocation]","What motivated you to seek a computing class at CCM? [IT Industry Certifications]","What motivated you to seek a computing class at CCM? [It’s a required class for the degree I’m seeking]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing related club]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Computing-related competitions (e.g., Robotics competition, Lego competition, Cybersecurity, Programming)]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Afterschool computing-related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Summer computing related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [An AP computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [A dual enrollment computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend influence]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend working in the computing field]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [High school teacher or guidance counselor]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Employer influence]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [CCM faculty member]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [CCM advisor/counselor]","What degree program are you currently enrolled in?","Did you receive information about CCM computing classes from any of the following sources? [High school guidance counselor]","Did you receive information about CCM computing classes from any of the following sources? [High School Teacher]","Did you receive information about CCM computing classes from any of the following sources? [CCM Information Technologies Website]","Did you receive information about CCM computing classes from any of the following sources? [CCM Admissions]","Did you receive information about CCM computing classes from any of the following sources? [CCM advisor/counselor]","Did you receive information about CCM computing classes from any of the following sources? [Employer]","Did you receive information about CCM computing classes from any of the following sources? [CCM Workforce Development]","Did you receive information about CCM computing classes from any of the following sources? [NJ Workforce Development Program]","Did you receive information about CCM computing classes from any of the following sources? [Other]","On a scale of 1 to 5, with 1 being not at all interested and 5 being extremely interested, how interested are you taking more courses in Computer Science, Information Technology or Game Development?","If you answered that you were interested in taking more computing classes, which ones interest you most? [Web Development]","If you answered that you were interested in taking more computing classes, which ones interest you most? [CyberSecurity]","If you answered that you were interested in taking more computing classes, which ones interest you most? [App Development]","If you answered that you were interested in taking more computing classes, which ones interest you most? [Data Analytics]","If you answered that you were interested in taking more computing classes, which ones interest you most? [Machine Learning/Artificial Intelligence]","If you answered that you were interested in taking more computing classes, which ones interest you most? [Computer Programming]","If you answered that you were interested in taking more computing classes, which ones interest you most? [Game Design]","If you answered that you were interested in taking more computing classes, which ones interest you most? [Hardware Installation & Repair]","Gender","Race/ethnicity","Age "
"2022/09/30 11:06:53 AM EST","CMP 101 Computer Information Literacy","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","High Impact","High Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No","No","No","No","No","No","No","No","No","Not Sure","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","Early Childhood Education","No","No","No","Yes","Yes","No","No","No","No","3","No","Yes","Yes","No","No","Yes","No","No","Woman","Hispanic or Latino","18 and younger"
"2022/09/30 11:08:58 AM EST","CMP 135 Computer Concepts with Applications","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Not Sure","Yes","Not Sure","No","No","No","No","No","No","No","No","Not Sure","No","No","No","No","Not Sure","No","No","No","No","No","No","No","No","No","No","Yes","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Public Health","No","No","No","No","Yes","No","No","No","No","3","No","No","No","No","No","No","No","No","Woman","White/Caucasian","21-24"
"2022/09/30 11:14:01 AM EST","CMP 135 Computer Concepts with Applications","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Don't recall","High Impact","High Impact","Some Impact","High Impact","No Impact","No Impact","Some Impact","High Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","Radiography","Yes","Don't recall","No","Yes","No","No","Don't recall","Don't recall","No","4","Yes","No","No","No","No","Yes","Yes","Yes","Woman","White/Caucasian","19-20"
"2022/09/30 11:17:07 AM EST","CMP 135 Computer Concepts with Applications","No","No","No","No","No","No","No","No","Don't recall","No","No","No","No","No","No","High Impact","High Impact","N/A","N/A","N/A","N/A","High Impact","N/A","N/A","N/A","High Impact","N/A","N/A","N/A","High Impact","N/A","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Not Sure","No","No","No","No","No","No","No","No","No","No","Yes","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Exercise Science","No","No","No","No","No","No","No","No","No","1","No","No","No","No","No","No","No","No","Man","White/Caucasian","19-20"
"2022/09/30 12:09:42 PM EST","CMP 101 Computer Information Literacy","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Some Impact","High Impact","Some Impact","No Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No","Not Sure","Yes","Yes","No","No","No","Not Sure","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","Liberal Arts","No","No","No","No","Yes","No","No","No","No","3","Yes","No","No","No","Yes","Yes","No","No","Man","White/Caucasian","19-20"
"2022/09/30 4:45:01 PM EST","CMP 101 Computer Information Literacy","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Some Impact","High Impact","N/A","N/A","N/A","N/A","High Impact","N/A","N/A","High Impact","N/A","High Impact","High Impact","N/A","High Impact","High Impact","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Liberal Arts","No","No","No","No","No","No","No","No","No","2","No","No","No","No","No","No","No","No","Woman","White/Caucasian","19-20"
"2022/10/02 12:00:13 PM EST","CMP 101 Computer Information Literacy","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","High Impact","High Impact","Some Impact","High Impact","High Impact","Some Impact","Some Impact","High Impact","Some Impact","High Impact","No Impact","High Impact","No Impact","No Impact","High Impact","High Impact","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Nursing","Don't recall","Don't recall","No","Don't recall","Don't recall","No","No","No","No","1","No","No","No","No","No","No","No","No","Woman","Hispanic or Latino","18 and younger"
"2022/10/02 1:12:55 PM EST","CMP 101 Computer Information Literacy","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Nursing","No","No","No","No","Yes","No","No","No","No","4","No","No","No","No","No","No","No","No","Woman","Black/African American","25-34"
"2022/10/02 1:16:09 PM EST","CMP 101 Computer Information Literacy","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Nursing","No","No","No","No","No","No","No","No","No","4","No","No","No","No","No","No","No","No","Woman","Black/African American","25-34"
"2022/10/02 2:08:28 PM EST","CMP 101 Computer Information Literacy","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","High Impact","High Impact","High Impact","Some Impact","Some Impact","No Impact","High Impact","High Impact","High Impact","High Impact","High Impact","No Impact","No Impact","No Impact","High Impact","No Impact","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Nursing","No","No","No","No","No","No","No","No","No","3","No","Yes","No","Yes","Yes","No","No","No","Woman","Hispanic or Latino","19-20"
